2011,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm),,2017,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm),,2018,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm)
,9/5/2011 4:15,125727,72.8,,,9/5/2017 4:15,108227,67,,,9/5/2018 4:15,117741,86
,9/5/2011 4:30,125727,72.2,,,9/5/2017 4:30,108227,67,,,9/5/2018 4:30,117741,85
,9/5/2011 4:45,123008,72.2,,,9/5/2017 4:45,108227,67,,,9/5/2018 4:45,117741,84
,9/5/2011 5:00,123008,72.1,,,9/5/2017 5:00,108227,67,,,9/5/2018 5:00,117741,83
,9/5/2011 5:15,123008,73.1,,,9/5/2017 5:15,108227,67,,,9/5/2018 5:15,117741,83
,9/5/2011 5:30,123008,73.3,,,9/5/2017 5:30,108227,68,,,9/5/2018 5:30,120290,83
,9/5/2011 5:45,125727,73,,,9/5/2017 5:45,108227,68,,,9/5/2018 5:45,117741,82
,9/5/2011 6:00,123008,73.9,,,9/5/2017 6:00,108227,69,,,9/5/2018 6:00,117741,83
,9/5/2011 6:15,125727,74.7,,,9/5/2017 6:15,108227,70,,,9/5/2018 6:15,117741,82
,9/5/2011 6:30,125727,75.1,,,9/5/2017 6:30,108227,69,,,9/5/2018 6:30,117741,84
,9/5/2011 6:45,125727,73.8,,,9/5/2017 6:45,108227,68,,,9/5/2018 6:45,117741,85
,9/5/2011 7:00,125727,72.6,,,9/5/2017 7:00,108227,68,,,9/5/2018 7:00,117741,86
,9/5/2011 7:15,125727,72.3,,,9/5/2017 7:15,108227,67,,,9/5/2018 7:15,117741,86
,9/5/2011 7:30,123008,72.2,,,9/5/2017 7:30,108227,67,,,9/5/2018 7:30,120290,84
,9/5/2011 7:45,123008,72,,,9/5/2017 7:45,108227,67,,,9/5/2018 7:45,117741,83
,9/5/2011 8:00,123008,71.9,,,9/5/2017 8:00,108227,67,,,9/5/2018 8:00,120290,82
,9/5/2011 8:15,125727,72.5,,,9/5/2017 8:15,108227,67,,,9/5/2018 8:15,117741,82
,9/5/2011 8:30,125727,72.8,,,9/5/2017 8:30,105848,67,,,9/5/2018 8:30,117741,82
,9/5/2011 8:45,123008,73.4,,,9/5/2017 8:45,108227,68,,,9/5/2018 8:45,117741,82
,9/5/2011 9:00,123008,75.2,,,9/5/2017 9:00,108227,69,,,9/5/2018 9:00,117741,83
,9/5/2011 9:15,123008,74.7,,,9/5/2017 9:15,108227,70,,,9/5/2018 9:15,117741,84
,9/5/2011 9:30,123008,73.9,,,9/5/2017 9:30,108227,69,,,9/5/2018 9:30,117741,84
,9/5/2011 9:45,123008,73,,,9/5/2017 9:45,108227,68,,,9/5/2018 9:45,115363,85
,9/5/2011 10:00,123008,72.2,,,9/5/2017 10:00,108227,67,,,9/5/2018 10:00,117741,86
,9/5/2011 10:15,125727,71.6,,,9/5/2017 10:15,108227,67,,,9/5/2018 10:15,117741,86
,9/5/2011 10:30,123008,71.7,,,9/5/2017 10:30,108227,67,,,9/5/2018 10:30,117741,84
,9/5/2011 10:45,123008,71.9,,,9/5/2017 10:45,108227,67,,,9/5/2018 10:45,117741,83
,9/5/2011 11:00,123008,72.4,,,9/5/2017 11:00,105848,67,,,9/5/2018 11:00,115363,82
,9/5/2011 11:15,125727,72.1,,,9/5/2017 11:15,108227,67,,,9/5/2018 11:15,117741,82
,9/5/2011 11:30,123008,73.1,,,9/5/2017 11:30,108227,68,,,9/5/2018 11:30,117741,82
,9/5/2011 11:45,123008,73.9,,,9/5/2017 11:45,108227,68,,,9/5/2018 11:45,115363,83
,9/5/2011 12:00,125727,74.5,,,9/5/2017 12:00,108227,69,,,9/5/2018 12:00,117741,82
,9/5/2011 12:15,125727,75.5,,,9/5/2017 12:15,108227,70,,,9/5/2018 12:15,117741,82
,9/5/2011 12:30,125727,74.3,,,9/5/2017 12:30,108227,68,,,9/5/2018 12:30,120290,83
,9/5/2011 12:45,125727,73.7,,,9/5/2017 12:45,108227,67,,,9/5/2018 12:45,120290,83
,9/5/2011 13:00,123008,71.7,,,9/5/2017 13:00,108227,67,,,9/5/2018 13:00,120290,85
,9/5/2011 13:15,123008,71.5,,,9/5/2017 13:15,108227,67,,,9/5/2018 13:15,117741,85
,9/5/2011 13:30,125727,72.6,,,9/5/2017 13:30,108227,67,,,9/5/2018 13:30,117741,84
,9/5/2011 13:45,125727,71.9,,,9/5/2017 13:45,108227,67,,,9/5/2018 13:45,117741,84
,9/5/2011 14:00,125727,72.8,,,9/5/2017 14:00,110606,67,,,9/5/2018 14:00,117741,83
,9/5/2011 14:15,125727,73.2,,,9/5/2017 14:15,110606,67,,,9/5/2018 14:15,117741,82
,9/5/2011 14:30,125727,73.3,,,9/5/2017 14:30,110606,67,,,9/5/2018 14:30,117741,82
,9/5/2011 14:45,125727,74.8,,,9/5/2017 14:45,108227,69,,,9/5/2018 14:45,117741,81
,9/5/2011 15:00,125727,74.3,,,9/5/2017 15:00,108227,69,,,9/5/2018 15:00,117741,82
,9/5/2011 15:15,125727,73,,,9/5/2017 15:15,108227,69,,,9/5/2018 15:15,115363,82
,9/5/2011 15:30,125727,72.5,,,9/5/2017 15:30,108227,68,,,9/5/2018 15:30,117741,82
,9/5/2011 15:45,123008,72.3,,,9/5/2017 15:45,108227,68,,,9/5/2018 15:45,115363,83
,9/5/2011 16:00,125727,71.7,,,9/5/2017 16:00,105848,67,,,9/5/2018 16:00,115363,84
,9/5/2011 16:15,123008,71.7,,,9/5/2017 16:15,108227,66,,,9/5/2018 16:15,115363,85
,9/5/2011 16:30,123008,71.3,,,9/5/2017 16:30,108227,66,,,9/5/2018 16:30,115363,85
,9/5/2011 16:45,123008,71.8,,,9/5/2017 16:45,108227,67,,,9/5/2018 16:45,117741,84
,9/5/2011 17:00,123008,72.3,,,9/5/2017 17:00,108227,67,,,9/5/2018 17:00,115363,83
,9/5/2011 17:15,123008,74,,,9/5/2017 17:15,108227,67,,,9/5/2018 17:15,115363,82
,9/5/2011 17:30,120460,74.6,,,9/5/2017 17:30,108227,67,,,9/5/2018 17:30,115363,82
,9/5/2011 17:45,123008,75.4,,,9/5/2017 17:45,108227,69,,,9/5/2018 17:45,115363,82
,9/5/2011 18:00,120460,74.4,,,9/5/2017 18:00,108227,69,,,9/5/2018 18:00,115363,82
,9/5/2011 18:15,123008,72.8,,,9/5/2017 18:15,108227,69,,,9/5/2018 18:15,115363,82
,9/5/2011 18:30,123008,72.5,,,9/5/2017 18:30,108227,68,,,9/5/2018 18:30,117741,82
,9/5/2011 18:45,120460,71.7,,,9/5/2017 18:45,108227,67,,,9/5/2018 18:45,117741,82
,9/5/2011 19:00,117911,71.7,,,9/5/2017 19:00,105848,67,,,9/5/2018 19:00,117741,82
,9/5/2011 19:15,120460,71.9,,,9/5/2017 19:15,108227,67,,,9/5/2018 19:15,115363,83
,9/5/2011 19:30,123008,71.7,,,9/5/2017 19:30,108227,67,,,9/5/2018 19:30,115363,84
,9/5/2011 19:45,120460,72.6,,,9/5/2017 19:45,105848,67,,,9/5/2018 19:45,115363,85
,9/5/2011 20:00,123008,72.2,,,9/5/2017 20:00,108227,67,,,9/5/2018 20:00,115363,84
,9/5/2011 20:15,123008,74.1,,,9/5/2017 20:15,108227,67,,,9/5/2018 20:15,115363,83
,9/5/2011 20:30,120460,74.1,,,9/5/2017 20:30,108227,69,,,9/5/2018 20:30,117741,82
,9/5/2011 20:45,120460,73.3,,,9/5/2017 20:45,108227,69,,,9/5/2018 20:45,117741,82
,9/5/2011 21:00,120460,72,,,9/5/2017 21:00,108227,69,,,9/5/2018 21:00,115363,82
,9/5/2011 21:15,123008,71.6,,,9/5/2017 21:15,108227,68,,,9/5/2018 21:15,115363,82
,9/5/2011 21:30,123008,71.6,,,9/5/2017 21:30,108227,68,,,9/5/2018 21:30,115363,82
,9/5/2011 21:45,120460,71.3,,,9/5/2017 21:45,108227,68,,,9/5/2018 21:45,115363,82
,9/5/2011 22:00,120460,71.6,,,9/5/2017 22:00,108227,67,,,9/5/2018 22:00,115363,82
,9/5/2011 22:15,120460,71.7,,,9/5/2017 22:15,105848,67,,,9/5/2018 22:15,117741,83
,9/5/2011 22:30,123008,72.3,,,9/5/2017 22:30,105848,67,,,9/5/2018 22:30,115363,83
,9/5/2011 22:45,123008,72.5,,,9/5/2017 22:45,105848,67,,,9/5/2018 22:45,115363,85
,9/5/2011 23:00,120460,72.4,,,9/5/2017 23:00,108227,67,,,9/5/2018 23:00,117741,84
,9/5/2011 23:15,120460,73.5,,,9/5/2017 23:15,108227,68,,,9/5/2018 23:15,117741,83
,9/5/2011 23:30,123008,73.9,,,9/5/2017 23:30,105848,69,,,9/5/2018 23:30,117741,82
,9/5/2011 23:45,120460,73.8,,,9/5/2017 23:45,105848,70,,,9/5/2018 23:45,115363,82
,9/6/2011 0:00,120460,73.2,,,9/6/2017 0:00,108227,69,,,9/6/2018 0:00,115363,82
,9/6/2011 0:15,120460,72.4,,,9/6/2017 0:15,105848,68,,,9/6/2018 0:15,115363,82
,9/6/2011 0:30,120460,71.7,,,9/6/2017 0:30,105848,67,,,9/6/2018 0:30,115363,82
,9/6/2011 0:45,120460,72.1,,,9/6/2017 0:45,108227,67,,,9/6/2018 0:45,115363,83
,9/6/2011 1:00,123008,72.5,,,9/6/2017 1:00,108227,67,,,9/6/2018 1:00,115363,84
,9/6/2011 1:15,120460,72,,,9/6/2017 1:15,108227,67,,,9/6/2018 1:15,117741,85
,9/6/2011 1:30,120460,72,,,9/6/2017 1:30,105848,67,,,9/6/2018 1:30,115363,86
,9/6/2011 1:45,120460,72.3,,,9/6/2017 1:45,105848,67,,,9/6/2018 1:45,117741,85
,9/6/2011 2:00,123008,73.5,,,9/6/2017 2:00,105848,67,,,9/6/2018 2:00,115363,84
,9/6/2011 2:15,123008,74,,,9/6/2017 2:15,105848,68,,,9/6/2018 2:15,117741,82
,9/6/2011 2:30,120460,74.7,,,9/6/2017 2:30,108227,70,,,9/6/2018 2:30,115363,83
,9/6/2011 2:45,123008,74.9,,,9/6/2017 2:45,108227,69,,,9/6/2018 2:45,117741,83
,9/6/2011 3:00,123008,73.2,,,9/6/2017 3:00,105848,68,,,9/6/2018 3:00,115363,82
,9/6/2011 3:15,125727,72,,,9/6/2017 3:15,108227,67,,,9/6/2018 3:15,115363,83
,9/6/2011 3:30,120460,71.9,,,9/6/2017 3:30,105848,67,,,9/6/2018 3:30,117741,83
,9/6/2011 3:45,123008,72,,,9/6/2017 3:45,108227,67,,,9/6/2018 3:45,117741,84
,9/6/2011 4:00,123008,71.5,,,9/6/2017 4:00,108227,67,,,9/6/2018 4:00,117741,85
,9/6/2011 4:15,120460,71.8,,,9/6/2017 4:15,108227,67,,,9/6/2018 4:15,117741,86
,9/6/2011 4:30,125727,72.8,,,9/6/2017 4:30,108227,67,,,9/6/2018 4:30,117741,86
,9/6/2011 4:45,123008,74.7,,,9/6/2017 4:45,108227,68,,,9/6/2018 4:45,117741,85
,9/6/2011 5:00,123008,74.4,,,9/6/2017 5:00,108227,68,,,9/6/2018 5:00,117741,84
,9/6/2011 5:15,123008,73.5,,,9/6/2017 5:15,110606,69,,,9/6/2018 5:15,117741,83
,9/6/2011 5:30,123008,74.5,,,9/6/2017 5:30,108227,70,,,9/6/2018 5:30,117741,83
,9/6/2011 5:45,123008,75,,,9/6/2017 5:45,108227,70,,,9/6/2018 5:45,117741,83
,9/6/2011 6:00,123008,74,,,9/6/2017 6:00,108227,69,,,9/6/2018 6:00,117741,83
,9/6/2011 6:15,123008,72.6,,,9/6/2017 6:15,110606,68,,,9/6/2018 6:15,117741,83
,9/6/2011 6:30,123008,72.3,,,9/6/2017 6:30,108227,68,,,9/6/2018 6:30,117741,84
,9/6/2011 6:45,123008,71.9,,,9/6/2017 6:45,108227,67,,,9/6/2018 6:45,117741,85
,9/6/2011 7:00,123008,72,,,9/6/2017 7:00,108227,67,,,9/6/2018 7:00,117741,86
,9/6/2011 7:15,123008,72.1,,,9/6/2017 7:15,110606,67,,,9/6/2018 7:15,117741,86
,9/6/2011 7:30,120460,72.5,,,9/6/2017 7:30,110606,67,,,9/6/2018 7:30,117741,85
,9/6/2011 7:45,123008,72.7,,,9/6/2017 7:45,110606,68,,,9/6/2018 7:45,115363,84
,9/6/2011 8:00,123008,72.6,,,9/6/2017 8:00,108227,69,,,9/6/2018 8:00,115363,83
,9/6/2011 8:15,123008,73.8,,,9/6/2017 8:15,108227,70,,,9/6/2018 8:15,117741,83
,9/6/2011 8:30,123008,74.5,,,9/6/2017 8:30,108227,70,,,9/6/2018 8:30,117741,83
,9/6/2011 8:45,123008,76.3,,,9/6/2017 8:45,108227,69,,,9/6/2018 8:45,117741,82
,9/6/2011 9:00,123008,74.7,,,9/6/2017 9:00,108227,68,,,9/6/2018 9:00,117741,83
,9/6/2011 9:15,123008,73.5,,,9/6/2017 9:15,108227,68,,,9/6/2018 9:15,117741,84
,9/6/2011 9:30,123008,72.6,,,9/6/2017 9:30,105848,67,,,9/6/2018 9:30,115363,84
,9/6/2011 9:45,123008,71.7,,,9/6/2017 9:45,108227,67,,,9/6/2018 9:45,115363,85
,9/6/2011 10:00,123008,72.9,,,9/6/2017 10:00,108227,67,,,9/6/2018 10:00,117741,87
,9/6/2011 10:15,123008,71.9,,,9/6/2017 10:15,108227,67,,,9/6/2018 10:15,117741,85
,9/6/2011 10:30,123008,72.2,,,9/6/2017 10:30,108227,67,,,9/6/2018 10:30,117741,84
,9/6/2011 10:45,123008,72.5,,,9/6/2017 10:45,108227,68,,,9/6/2018 10:45,117741,84
,9/6/2011 11:00,125727,73.8,,,9/6/2017 11:00,108227,68,,,9/6/2018 11:00,115363,83
,9/6/2011 11:15,120460,74.8,,,9/6/2017 11:15,108227,70,,,9/6/2018 11:15,117741,82
,9/6/2011 11:30,123008,74.1,,,9/6/2017 11:30,108227,70,,,9/6/2018 11:30,117741,82
,9/6/2011 11:45,123008,73.2,,,9/6/2017 11:45,108227,69,,,9/6/2018 11:45,117741,82
,9/6/2011 12:00,123008,72.7,,,9/6/2017 12:00,108227,68,,,9/6/2018 12:00,117741,83
,9/6/2011 12:15,123008,71.9,,,9/6/2017 12:15,110606,67,,,9/6/2018 12:15,117741,83
,9/6/2011 12:30,123008,71.5,,,9/6/2017 12:30,108227,67,,,9/6/2018 12:30,117741,83
,9/6/2011 12:45,123008,71.6,,,9/6/2017 12:45,108227,67,,,9/6/2018 12:45,117741,85
,9/6/2011 13:00,123008,72.4,,,9/6/2017 13:00,108227,67,,,9/6/2018 13:00,117741,86
,9/6/2011 13:15,123008,72.8,,,9/6/2017 13:15,108227,67,,,9/6/2018 13:15,117741,85
,9/6/2011 13:30,125727,72.3,,,9/6/2017 13:30,108227,67,,,9/6/2018 13:30,117741,83
,9/6/2011 13:45,123008,72.9,,,9/6/2017 13:45,108227,68,,,9/6/2018 13:45,117741,83
,9/6/2011 14:00,125727,73.9,,,9/6/2017 14:00,108227,69,,,9/6/2018 14:00,117741,82
,9/6/2011 14:15,123008,74.2,,,9/6/2017 14:15,108227,70,,,9/6/2018 14:15,117741,82
,9/6/2011 14:30,123008,73.6,,,9/6/2017 14:30,108227,69,,,9/6/2018 14:30,115363,82
,9/6/2011 14:45,125727,72.5,,,9/6/2017 14:45,108227,68,,,9/6/2018 14:45,115363,82
,9/6/2011 15:00,125727,71.9,,,9/6/2017 15:00,108227,67,,,9/6/2018 15:00,117741,82
,9/6/2011 15:15,123008,72.3,,,9/6/2017 15:15,108227,67,,,9/6/2018 15:15,115363,83
,9/6/2011 15:30,123008,72.5,,,9/6/2017 15:30,108227,67,,,9/6/2018 15:30,115363,85
,9/6/2011 15:45,120460,72,,,9/6/2017 15:45,108227,66,,,9/6/2018 15:45,117741,85
,9/6/2011 16:00,120460,72.1,,,9/6/2017 16:00,108227,67,,,9/6/2018 16:00,115363,84
,9/6/2011 16:15,123008,72.5,,,9/6/2017 16:15,108227,67,,,9/6/2018 16:15,115363,83
,9/6/2011 16:30,120460,73,,,9/6/2017 16:30,105848,67,,,9/6/2018 16:30,117741,83
,9/6/2011 16:45,120460,73.2,,,9/6/2017 16:45,108227,68,,,9/6/2018 16:45,115363,82
,9/6/2011 17:00,120460,72.8,,,9/6/2017 17:00,105848,67,,,9/6/2018 17:00,115363,82
,9/6/2011 17:15,120460,74.1,,,9/6/2017 17:15,105848,69,,,9/6/2018 17:15,115363,82
,9/6/2011 17:30,120460,74.1,,,9/6/2017 17:30,108227,69,,,9/6/2018 17:30,115363,82
,9/6/2011 17:45,120460,73.1,,,9/6/2017 17:45,108227,69,,,9/6/2018 17:45,115363,82
,9/6/2011 18:00,120460,72.6,,,9/6/2017 18:00,105848,68,,,9/6/2018 18:00,115363,82
,9/6/2011 18:15,123008,72.1,,,9/6/2017 18:15,105848,67,,,9/6/2018 18:15,115363,83
,9/6/2011 18:30,120460,71.7,,,9/6/2017 18:30,108227,67,,,9/6/2018 18:30,115363,84
,9/6/2011 18:45,120460,71.2,,,9/6/2017 18:45,105848,67,,,9/6/2018 18:45,115363,85
,9/6/2011 19:00,120460,71.2,,,9/6/2017 19:00,108227,67,,,9/6/2018 19:00,115363,85
,9/6/2011 19:15,120460,71.2,,,9/6/2017 19:15,108227,67,,,9/6/2018 19:15,115363,84
,9/6/2011 19:30,120460,72.1,,,9/6/2017 19:30,108227,67,,,9/6/2018 19:30,115363,83
,9/6/2011 19:45,120460,71.9,,,9/6/2017 19:45,105848,67,,,9/6/2018 19:45,115363,83
,9/6/2011 20:00,120460,72.2,,,9/6/2017 20:00,105848,68,,,9/6/2018 20:00,115363,82
,9/6/2011 20:15,120460,73,,,9/6/2017 20:15,103470,69,,,9/6/2018 20:15,115363,82
,9/6/2011 20:30,120460,74.2,,,9/6/2017 20:30,105848,69,,,9/6/2018 20:30,115363,82
,9/6/2011 20:45,120460,73.9,,,9/6/2017 20:45,105848,69,,,9/6/2018 20:45,115363,83
,9/6/2011 21:00,120460,72.9,,,9/6/2017 21:00,108227,68,,,9/6/2018 21:00,115363,84
,9/6/2011 21:15,120460,72.1,,,9/6/2017 21:15,105848,67,,,9/6/2018 21:15,115363,84
,9/6/2011 21:30,120460,72,,,9/6/2017 21:30,105848,67,,,9/6/2018 21:30,115363,85
,9/6/2011 21:45,123008,70.9,,,9/6/2017 21:45,105848,67,,,9/6/2018 21:45,115363,84
,9/6/2011 22:00,123008,71.1,,,9/6/2017 22:00,108227,66,,,9/6/2018 22:00,115363,83
,9/6/2011 22:15,120460,72.1,,,9/6/2017 22:15,108227,67,,,9/6/2018 22:15,115363,83
,9/6/2011 22:30,123008,71.9,,,9/6/2017 22:30,108227,67,,,9/6/2018 22:30,117741,83
,9/6/2011 22:45,120460,72.7,,,9/6/2017 22:45,105848,67,,,9/6/2018 22:45,115363,82
,9/6/2011 23:00,117911,72.5,,,9/6/2017 23:00,105848,68,,,9/6/2018 23:00,117741,82
,9/6/2011 23:15,120460,73,,,9/6/2017 23:15,105848,69,,,9/6/2018 23:15,115363,82
,9/6/2011 23:30,120460,73.4,,,9/6/2017 23:30,105848,69,,,9/6/2018 23:30,115363,84
,9/6/2011 23:45,120460,75.1,,,9/6/2017 23:45,105848,68,,,9/6/2018 23:45,115363,84
,9/7/2011 0:00,120460,76.2,,,9/7/2017 0:00,105848,67,,,9/7/2018 0:00,115363,85
,9/7/2011 0:15,120460,74.7,,,9/7/2017 0:15,105848,67,,,9/7/2018 0:15,115363,86
,9/7/2011 0:30,120460,73.6,,,9/7/2017 0:30,105848,67,,,9/7/2018 0:30,115363,85
,9/7/2011 0:45,120460,72.5,,,9/7/2017 0:45,105848,67,,,9/7/2018 0:45,115363,84
,9/7/2011 1:00,120460,72.6,,,9/7/2017 1:00,105848,67,,,9/7/2018 1:00,115363,83
,9/7/2011 1:15,120460,72.4,,,9/7/2017 1:15,108227,67,,,9/7/2018 1:15,117741,83
,9/7/2011 1:30,123008,73.1,,,9/7/2017 1:30,108227,67,,,9/7/2018 1:30,117741,83
,9/7/2011 1:45,123008,74.3,,,9/7/2017 1:45,105848,68,,,9/7/2018 1:45,115363,83
,9/7/2011 2:00,120460,73.2,,,9/7/2017 2:00,108227,68,,,9/7/2018 2:00,115363,83
,9/7/2011 2:15,120460,73.2,,,9/7/2017 2:15,108227,69,,,9/7/2018 2:15,115363,83
,9/7/2011 2:30,120460,73.9,,,9/7/2017 2:30,108227,70,,,9/7/2018 2:30,115363,83
,9/7/2011 2:45,120460,75.2,,,9/7/2017 2:45,108227,69,,,9/7/2018 2:45,115363,83
,9/7/2011 3:00,123008,76.2,,,9/7/2017 3:00,108227,68,,,9/7/2018 3:00,117741,84
,9/7/2011 3:15,120460,75.6,,,9/7/2017 3:15,108227,67,,,9/7/2018 3:15,115363,85
,9/7/2011 3:30,120460,74,,,9/7/2017 3:30,108227,67,,,9/7/2018 3:30,115363,86
,9/7/2011 3:45,123008,74.3,,,9/7/2017 3:45,108227,67,,,9/7/2018 3:45,115363,86
,9/7/2011 4:00,120460,73.3,,,9/7/2017 4:00,105848,67,,,9/7/2018 4:00,115363,85
,9/7/2011 4:15,123008,73,,,9/7/2017 4:15,105848,67,,,9/7/2018 4:15,115363,84
,9/7/2011 4:30,123008,73.3,,,9/7/2017 4:30,105848,68,,,9/7/2018 4:30,115363,84
,9/7/2011 4:45,123008,74,,,9/7/2017 4:45,108227,69,,,9/7/2018 4:45,117741,84
,9/7/2011 5:00,120460,74.3,,,9/7/2017 5:00,108227,70,,,9/7/2018 5:00,115363,84
,9/7/2011 5:15,123008,74.8,,,9/7/2017 5:15,108227,70,,,9/7/2018 5:15,117741,83
,9/7/2011 5:30,123008,76.4,,,9/7/2017 5:30,108227,69,,,9/7/2018 5:30,117741,83
,9/7/2011 5:45,123008,77.3,,,9/7/2017 5:45,108227,68,,,9/7/2018 5:45,117741,84
,9/7/2011 6:00,123008,75.3,,,9/7/2017 6:00,108227,68,,,9/7/2018 6:00,117741,85
,9/7/2011 6:15,123008,74.2,,,9/7/2017 6:15,108227,67,,,9/7/2018 6:15,117741,86
,9/7/2011 6:30,123008,73.6,,,9/7/2017 6:30,108227,67,,,9/7/2018 6:30,117741,87
,9/7/2011 6:45,123008,73.8,,,9/7/2017 6:45,108227,67,,,9/7/2018 6:45,117741,86
,9/7/2011 7:00,120460,73.7,,,9/7/2017 7:00,108227,68,,,9/7/2018 7:00,117741,84
,9/7/2011 7:15,120460,73.8,,,9/7/2017 7:15,108227,68,,,9/7/2018 7:15,117741,83
,9/7/2011 7:30,123008,73.7,,,9/7/2017 7:30,110606,68,,,9/7/2018 7:30,117741,84
,9/7/2011 7:45,123008,74.2,,,9/7/2017 7:45,110606,69,,,9/7/2018 7:45,117741,83
,9/7/2011 8:00,120460,74.9,,,9/7/2017 8:00,108227,70,,,9/7/2018 8:00,115363,83
,9/7/2011 8:15,123008,76,,,9/7/2017 8:15,108227,70,,,9/7/2018 8:15,117741,84
,9/7/2011 8:30,123008,76.8,,,9/7/2017 8:30,105848,69,,,9/7/2018 8:30,117741,85
,9/7/2011 8:45,123008,76.5,,,9/7/2017 8:45,108227,68,,,9/7/2018 8:45,115363,86
,9/7/2011 9:00,125727,74.1,,,9/7/2017 9:00,108227,67,,,9/7/2018 9:00,115363,87
,9/7/2011 9:15,120460,73.7,,,9/7/2017 9:15,108227,67,,,9/7/2018 9:15,115363,87
,9/7/2011 9:30,120460,72.8,,,9/7/2017 9:30,108227,67,,,9/7/2018 9:30,117741,85
,9/7/2011 9:45,123008,72.8,,,9/7/2017 9:45,108227,67,,,9/7/2018 9:45,117741,84
,9/7/2011 10:00,123008,73.5,,,9/7/2017 10:00,105848,67,,,9/7/2018 10:00,117741,84
,9/7/2011 10:15,120460,72.7,,,9/7/2017 10:15,108227,68,,,9/7/2018 10:15,115363,83
,9/7/2011 10:30,123008,73.3,,,9/7/2017 10:30,108227,68,,,9/7/2018 10:30,117741,83
,9/7/2011 10:45,120460,73.4,,,9/7/2017 10:45,108227,68,,,9/7/2018 10:45,115363,83
,9/7/2011 11:00,120460,73.7,,,9/7/2017 11:00,108227,69,,,9/7/2018 11:00,117741,83
,9/7/2011 11:15,123008,74.2,,,9/7/2017 11:15,108227,70,,,9/7/2018 11:15,117741,83
,9/7/2011 11:30,123008,73.8,,,9/7/2017 11:30,108227,69,,,9/7/2018 11:30,115363,83
,9/7/2011 11:45,120460,76.6,,,9/7/2017 11:45,108227,68,,,9/7/2018 11:45,117741,84
,9/7/2011 12:00,123008,75,,,9/7/2017 12:00,108227,67,,,9/7/2018 12:00,115363,86
,9/7/2011 12:15,123008,74.1,,,9/7/2017 12:15,108227,67,,,9/7/2018 12:15,117741,86
,9/7/2011 12:30,125727,73.1,,,9/7/2017 12:30,108227,67,,,9/7/2018 12:30,117741,85
,9/7/2011 12:45,125727,74,,,9/7/2017 12:45,108227,66,,,9/7/2018 12:45,117741,84
,9/7/2011 13:00,125727,73.1,,,9/7/2017 13:00,108227,67,,,9/7/2018 13:00,115363,84
,9/7/2011 13:15,123008,73.9,,,9/7/2017 13:15,108227,67,,,9/7/2018 13:15,115363,83
,9/7/2011 13:30,125727,73.2,,,9/7/2017 13:30,108227,67,,,9/7/2018 13:30,115363,83
,9/7/2011 13:45,123008,74.1,,,9/7/2017 13:45,108227,67,,,9/7/2018 13:45,117741,83
,9/7/2011 14:00,123008,74.1,,,9/7/2017 14:00,108227,68,,,9/7/2018 14:00,115363,83
,9/7/2011 14:15,123008,74.8,,,9/7/2017 14:15,108227,69,,,9/7/2018 14:15,115363,83
,9/7/2011 14:30,123008,75.3,,,9/7/2017 14:30,108227,69,,,9/7/2018 14:30,117741,83
,9/7/2011 14:45,123008,78,,,9/7/2017 14:45,108227,68,,,9/7/2018 14:45,117741,84
,9/7/2011 15:00,120460,76.5,,,9/7/2017 15:00,108227,67,,,9/7/2018 15:00,115363,85
,9/7/2011 15:15,120460,74.8,,,9/7/2017 15:15,108227,67,,,9/7/2018 15:15,115363,86
,9/7/2011 15:30,120460,74.3,,,9/7/2017 15:30,105848,66,,,9/7/2018 15:30,117741,84
,9/7/2011 15:45,123008,74.3,,,9/7/2017 15:45,105848,66,,,9/7/2018 15:45,117741,83
,9/7/2011 16:00,120460,73.9,,,9/7/2017 16:00,108227,66,,,9/7/2018 16:00,117741,83
,9/7/2011 16:15,120460,74.2,,,9/7/2017 16:15,105848,66,,,9/7/2018 16:15,115363,83
,9/7/2011 16:30,123008,73.7,,,9/7/2017 16:30,105848,67,,,9/7/2018 16:30,115363,83
,9/7/2011 16:45,120460,73,,,9/7/2017 16:45,108227,68,,,9/7/2018 16:45,117741,82
,9/7/2011 17:00,120460,74.3,,,9/7/2017 17:00,108227,68,,,9/7/2018 17:00,115363,83
,9/7/2011 17:15,123008,74.9,,,9/7/2017 17:15,108227,69,,,9/7/2018 17:15,115363,83
,9/7/2011 17:30,123008,74.6,,,9/7/2017 17:30,108227,69,,,9/7/2018 17:30,115363,84
,9/7/2011 17:45,123008,74.6,,,9/7/2017 17:45,108227,68,,,9/7/2018 17:45,115363,85
,9/7/2011 18:00,120460,76.3,,,9/7/2017 18:00,108227,67,,,9/7/2018 18:00,115363,86
,9/7/2011 18:15,123008,76.5,,,9/7/2017 18:15,108227,67,,,9/7/2018 18:15,117741,85
,9/7/2011 18:30,123008,74.9,,,9/7/2017 18:30,108227,67,,,9/7/2018 18:30,115363,84
,9/7/2011 18:45,120460,73.6,,,9/7/2017 18:45,108227,67,,,9/7/2018 18:45,115363,83
,9/7/2011 19:00,120460,73.8,,,9/7/2017 19:00,105848,67,,,9/7/2018 19:00,115363,83
,9/7/2011 19:15,120460,73.9,,,9/7/2017 19:15,105848,67,,,9/7/2018 19:15,115363,83
